scene,PSNR,SSIM,SAM,ERGAS,RMSE,UIQI,SCC
lat30.05_lon31.25_20230626_T36RUU_t113,31.317449,0.861615,3.398684,2.452109,0.027172,0.811763,0.937007
lat30.05_lon31.25_20230626_T36RUU_t151,31.578337,0.887200,4.682287,1.896248,0.026368,0.847921,0.949201
lat30.05_lon31.25_20230626_T36RUU_t207,33.860268,0.901666,1.371216,0.681460,0.020276,0.800015,0.902456
lat30.05_lon31.25_20230626_T36RUU_t209,29.460838,0.842364,3.221584,1.320660,0.033648,0.803515,0.908400
lat30.05_lon31.25_20230626_T36RUU_t239,31.935781,0.866865,3.163317,1.551479,0.025305,0.800746,0.934265
lat30.05_lon31.25_20230626_T36RUU_t242,30.973089,0.834020,2.921775,1.339906,0.028271,0.770472,0.880684
lat30.0_lon-9.5_20230804_T29RMP_t024,41.065303,0.957487,0.640973,0.372081,0.008846,0.806078,0.938571
lat30.0_lon-9.5_20230804_T29RMP_t052,38.048350,0.950734,1.078357,0.537980,0.012519,0.886949,0.967669
lat30.0_lon-9.5_20230804_T29RMP_t083,29.303943,0.795700,1.997180,1.104130,0.034261,0.682042,0.861559
lat30.5_lon74.5_20231203_T43RDP_t019,30.984342,0.887255,4.234559,1.985702,0.028235,0.843214,0.946990
lat30.5_lon74.5_20231203_T43RDP_t026,33.866776,0.884768,2.588359,1.438372,0.020261,0.797099,0.857577
lat30.5_lon74.5_20231203_T43RDP_t043,36.332624,0.935498,1.935153,0.981864,0.015253,0.872172,0.929165
lat30.5_lon74.5_20231203_T43RDP_t078,34.518748,0.901495,2.459607,1.261569,0.018796,0.809366,0.879517
lat30.87_lon31.32_20250623_T36RUV_t139,21.822756,0.582970,11.783401,7.108575,0.081070,0.532024,0.700398
lat31.0_lon47.0_20240403_T38RPV_t141,22.584045,0.482370,5.821911,5.903331,0.074267,0.212318,0.739812
lat31.0_lon47.0_20240403_T38RPV_t161,21.970568,0.580328,10.132071,4.802814,0.079702,0.522941,0.788012
lat31.0_lon47.0_20240403_T38RPV_t166,17.841202,0.482712,10.340103,5.379492,0.128215,0.444309,0.665490
lat31.5_lon-100.0_20241001_T14RMV_t024,24.193493,0.744733,6.225260,3.263553,0.061706,0.694956,0.816465
lat31.5_lon-100.0_20241001_T14RMV_t041,35.675483,0.935456,1.561310,1.059409,0.016452,0.895872,0.948539
lat31.5_lon37.0_20240823_T37RCQ_t025,34.771474,0.940377,0.828758,0.490551,0.018257,0.906866,0.971620
lat31.5_lon37.0_20240823_T37RCQ_t062,32.844578,0.916418,0.903314,0.610424,0.022791,0.865095,0.962113
lat31.5_lon37.0_20240823_T37RCQ_t105,36.143895,0.934845,1.206700,0.598183,0.015589,0.887491,0.962061
lat31.5_lon37.0_20240823_T37RCQ_t110,33.236240,0.931491,1.294745,0.651588,0.021787,0.913794,0.956252
lat31.5_lon37.0_20240823_T37RCQ_t123,34.278413,0.948724,1.419750,0.682194,0.019323,0.920533,0.960391
lat31.5_lon37.0_20240823_T37RCQ_t129,28.314681,0.853796,2.781241,1.334091,0.038394,0.832758,0.912596
lat31.5_lon37.0_20240823_T37RCQ_t146,32.615979,0.913522,1.489658,0.670689,0.023399,0.871981,0.948570
lat32.0_lon-113.0_20251129_T12SUA_t088,27.607574,0.793619,3.992939,2.277262,0.041651,0.707529,0.843300
lat32.0_lon-113.0_20251129_T12SUA_t119,26.424802,0.695623,5.036039,2.435444,0.047727,0.565926,0.905794
lat32.0_lon-113.0_20251129_T12SUA_t133,21.712353,0.480507,4.695927,3.065735,0.082107,0.421664,0.639690
lat32.0_lon-113.0_20251129_T12SUA_t140,23.795139,0.581018,6.756411,3.314332,0.064602,0.493976,0.814252
lat32.0_lon-113.0_20251129_T12SUA_t163,32.960035,0.910738,1.413421,0.762441,0.022490,0.875517,0.965481
lat32.0_lon35.8_20240803_T37SBR_t031,37.242453,0.949376,1.364041,0.752616,0.013737,0.907383,0.965081
lat32.0_lon35.8_20240803_T37SBR_t043,39.911863,0.960541,0.947169,0.644645,0.010102,0.905480,0.959230
lat32.0_lon35.8_20240803_T37SBR_t045,38.095256,0.955753,0.811993,0.456229,0.012452,0.908459,0.969218
lat32.0_lon35.8_20240803_T37SBR_t057,31.246735,0.862088,1.671396,1.149739,0.027394,0.823710,0.883206
lat32.0_lon35.8_20240803_T37SBR_t095,33.896074,0.904368,1.264842,0.820981,0.020193,0.855429,0.940849
lat32.0_lon35.8_20240803_T37SBR_t130,32.470386,0.858992,1.445704,1.095992,0.023795,0.777958,0.930810
lat32.0_lon35.8_20240803_T37SBR_t131,36.437539,0.921745,0.934146,0.660565,0.015070,0.840574,0.957887
lat32.0_lon35.8_20240803_T37SBR_t133,37.141786,0.942411,1.107815,0.771965,0.013897,0.893989,0.965021
lat32.0_lon58.5_20231204_T40SFA_t062,29.860219,0.876752,1.655423,1.409617,0.032136,0.806966,0.868287
lat32.0_lon58.5_20231204_T40SFA_t155,35.084418,0.926447,1.304588,0.746733,0.017611,0.844872,0.957430
lat32.0_lon58.5_20231204_T40SFA_t191,38.551284,0.978157,0.387527,0.470199,0.011815,0.788739,0.965451
lat32.5_lon-106.5_20231204_T13SCR_t109,35.023908,0.916455,0.982784,0.630917,0.017734,0.854313,0.962346
lat32.5_lon44.5_20250801_T38SMB_t102,29.652284,0.858122,3.039890,2.805325,0.032914,0.797286,0.898602
lat32.5_lon44.5_20250801_T38SMB_t155,40.437831,0.968715,0.613364,0.307614,0.009508,0.929432,0.966125
lat33.0_lon-115.5_20260130_T11SPS_t080,26.250479,0.663010,3.661553,2.703066,0.048694,0.546303,0.720474
lat33.0_lon-115.5_20260130_T11SPS_t081,31.493552,0.836238,2.442191,2.289973,0.026627,0.699696,0.797350
lat33.0_lon-115.5_20260130_T11SPS_t127,35.483047,0.902583,0.646710,0.528261,0.016821,0.829412,0.925507
lat33.0_lon-115.5_20260130_T11SPS_t147,28.825357,0.736838,1.522308,1.312241,0.036202,0.528272,0.855551
